Program,CatNo,L1,L2,L3,L4
Humana,Cat183,Others,Issue with Previous Rep,Dissatisfied with Previous rep,Dissatisfied with Previous rep
Humana,Cat184,Others,Legal Issue,Customer will take legal action,Customer will take legal action
Humana,Cat185,Others,Audio Quality,Background Noise on Call,Background Noise on Call
Humana,Cat186,Others,Audio Quality,Hearing Issue on call,Hearing Issue on call
Humana,Cat187,Others,Audio Quality,Voice Breaking Issue,Voice Breaking Issue
Humana,Cat188,Others,Call / Chat / Email Not Answered,Call / Chat / Email Not Answered,Call / Chat / Email Not Answered
Humana,Cat189,Others,Call dropped,Call dropped,Call dropped
Humana,Cat190,Others,Chat Disconnection,Chat Disconnection,Chat Disconnection
Humana,Cat191,Others,Audio Quality,Audio Connection Issue,Audio Connection Issue
Shutterfly,Cat1,Positive Feedback,Appreciating Agent,Knowledge,Clear Explanation by Rep
Shutterfly,Cat2,Positive Feedback,Appreciating Agent,Behavior,Empathetic Rep
Shutterfly,Cat3,Positive Feedback,Appreciating Agent,Knowledge,Excellent communication
Shutterfly,Cat4,Positive Feedback,Appreciating Agent,Skills,Excellent tone
Shutterfly,Cat5,Positive Feedback,Appreciating Agent,Skills,Good Listening Skills
Shutterfly,Cat6,Positive Feedback,Appreciating Agent,Behavior,Patient Rep
Shutterfly,Cat7,Positive Feedback,Appreciating Agent,Knowledge,Rep has Clear Understanding
Shutterfly,Cat8,Positive Feedback,Appreciating Agent,Knowledge,Knowledgeable Rep
Shutterfly,Cat9,Positive Feedback,Appreciating Agent,Behavior,Calm Rep
Shutterfly,Cat10,Positive Feedback,Appreciating Agent,Behavior,Excellent Rep
Shutterfly,Cat11,Positive Feedback,Appreciating Agent,Behavior,Friendly Rep
Shutterfly,Cat12,Positive Feedback,Appreciating Agent,Behavior,Good Attention by Rep
Shutterfly,Cat13,Positive Feedback,Appreciating Agent,Behavior,Helpful Rep
Shutterfly,Cat14,Positive Feedback,Appreciating Agent,Behavior,Kind Rep
Shutterfly,Cat15,Positive Feedback,Appreciating Agent,Behavior,Nice Rep
Shutterfly,Cat16,Positive Feedback,Appreciating Agent,Behavior,Pleasant Rep
Shutterfly,Cat17,Positive Feedback,Appreciating Agent,Behavior,Polite Rep
Shutterfly,Cat18,Positive Feedback,Appreciating Agent,Behavior,Professional Rep
Shutterfly,Cat19,Positive Feedback,Appreciating Agent,Knowledge,Issue Resolved
Shutterfly,Cat20,Positive Feedback,Appreciating Agent,Knowledge,Quick / Prompt Rep
Shutterfly,Cat21,Positive Feedback,Appreciating Product,Product,Excellent Products
Shutterfly,Cat22,Positive Feedback,Appreciating Product,Product,Good plans
Shutterfly,Cat23,Positive Feedback,Appreciating Product,Product,Good Promotion / Offer
Shutterfly,Cat24,Positive Feedback,Appreciating Product,Product,Good calling service
Shutterfly,Cat25,Positive Feedback,Appreciating Service,Service,Customer Will Recommend Service
Shutterfly,Cat26,Positive Feedback,Appreciating Service,Service,Excellent / Good service
Shutterfly,Cat27,Positive Feedback,Appreciating Product,Website / App,Good Website
Shutterfly,Cat28,Positive Feedback,Appreciating Product,Website / App,Nice APP
Shutterfly,Cat29,Positive Feedback,Appreciating Service,Service,Professional service
Shutterfly,Cat30,Positive Feedback,Appreciating Service,Service,Reliable Service
Shutterfly,Cat31,Positive Feedback,Appreciating Service,Service,Timely service
Shutterfly,Cat32,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Communication problem
Shutterfly,Cat33,Agent Opportunity,Behavior,Professionalism,Dead Air on call
Shutterfly,Cat34,Agent Opportunity,Behavior,Professionalism,Excessive Talking by Rep
Shutterfly,Cat35,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Hard to Understand Rep
Shutterfly,Cat36,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Language Barrier
Shutterfly,Cat37,Agent Opportunity,Behavior,Professionalism,Long Hold on Call / Chat
Shutterfly,Cat38,Agent Opportunity,Behavior,Professionalism,Multiple Holds
Shutterfly,Cat39,Agent Opportunity,Behavior,Professionalism,No Assurance
Shutterfly,Cat40,Agent Opportunity,Behavior,Professionalism,No empathy by Rep
Shutterfly,Cat41,Agent Opportunity,Behavior,Professionalism,No patience
Shutterfly,Cat42,Agent Opportunity,Behavior,Professionalism,Pushy Sales
Shutterfly,Cat43,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rate of Speech
Shutterfly,Cat44,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Accent Issues
Shutterfly,Cat45,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Could Not Explain
Shutterfly,Cat46,Agent Opportunity,Behavior,Professionalism,Rep Hung up the call
Shutterfly,Cat47,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep In Rush
Shutterfly,Cat48,Agent Opportunity,Behavior,Professionalism,Rep Interrupting Customer
Shutterfly,Cat49,Agent Opportunity,Behavior,Professionalism,Rep Laughing / Shout on call
Shutterfly,Cat50,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Had Listening Issues
Shutterfly,Cat51,Agent Opportunity,Behavior,Professionalism,Rep Mocked customer
Shutterfly,Cat52,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep not able to understand
Shutterfly,Cat53,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Pronunciation Issue
Shutterfly,Cat54,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Sounded Robotic
Shutterfly,Cat55,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Rep Used Jargon
Shutterfly,Cat56,Agent Opportunity,Behavior,Professionalism,Rep Yawning / Sleeping
Shutterfly,Cat57,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Voice tone issue
Shutterfly,Cat58,Agent Opportunity,Knowledge,Wrong Documentation by Rep,Wrong Documentation by Rep
Shutterfly,Cat59,Agent Opportunity,Knowledge,Customer Not Getting Information,Customer Not Getting Information
Shutterfly,Cat60,Agent Opportunity,Knowledge,Inconsistent information shared,Inconsistent information shared
Shutterfly,Cat61,Agent Opportunity,Knowledge,Issue understanding,Rep didn't understand issue
Shutterfly,Cat62,Agent Opportunity,Knowledge,Misleading Information,Rep provided misleading Information
Shutterfly,Cat63,Agent Opportunity,Knowledge,No Customer Education,No Customer Education
Shutterfly,Cat64,Agent Opportunity,Knowledge,Rep Asking Irrelevant Questions,Rep Asked Irrelevant Questions
Shutterfly,Cat65,Agent Opportunity,Knowledge,Rep had No Knowledge,Rep had No Knowledge
Shutterfly,Cat66,Agent Opportunity,Knowledge,Rep Need Training,Rep Need Training
Shutterfly,Cat67,Agent Opportunity,Knowledge,Rep Provided Incomplete Explanation,Rep Provided Incomplete Explanation
Shutterfly,Cat68,Agent Opportunity,Knowledge,Rep share wrong / incomplete information,Rep share wrong / incomplete information
Shutterfly,Cat69,Agent Opportunity,Behavior,Professionalism,Need Call Back
Shutterfly,Cat70,Agent Opportunity,Behavior,Professionalism,No Call Back
Shutterfly,Cat71,Agent Opportunity,Behavior,Professionalism,Dishonest Rep
Shutterfly,Cat72,Agent Opportunity,Behavior,Professionalism,No Attention by Rep
Shutterfly,Cat73,Agent Opportunity,Behavior,Professionalism,No Follow-up
Shutterfly,Cat74,Agent Opportunity,Behavior,Professionalism,No Ownership by Rep
Shutterfly,Cat75,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Promised Not fulfilled
Shutterfly,Cat76,Agent Opportunity,Behavior,Professionalism,Rep Did Not Acknowledge
Shutterfly,Cat77,Agent Opportunity,Behavior,Professionalism,Rep Not accommodating / Argumentive
Shutterfly,Cat78,Agent Opportunity,Behavior,Professionalism,Rep Not Helpful
Shutterfly,Cat79,Agent Opportunity,Behavior,Professionalism,Rep was not courteous
Shutterfly,Cat80,Agent Opportunity,Behavior,Professionalism,Rude - Rep
Shutterfly,Cat81,Agent Opportunity,Behavior,Professionalism,Unprofessional - Rep
Shutterfly,Cat82,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Call Transfer Issue
Shutterfly,Cat83,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Connected / Transfer to Wrong Department
Shutterfly,Cat84,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Customer directed to store / vendor / depart
Shutterfly,Cat85,Agent Opportunity,Behavior,Professionalism,Long Time to Resolve
Shutterfly,Cat86,Agent Opportunity,Behavior,Professionalism,Long Wait on Call / Chat
Shutterfly,Cat87,Agent Opportunity,Behavior,Professionalism,Multiple Interactions
Shutterfly,Cat88,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,No Solution / Issues - Not Resolved
Shutterfly,Cat89,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Not happy with Solution
Shutterfly,Cat90,Agent Opportunity,Skill,Grammar_Accent_Tone_Etc,Standard / Scripted Response by Rep
Shutterfly,Cat91,Technology,Telecom Connection Issue,Audio Quality Issue,Background Noise on Call
Shutterfly,Cat92,Technology,Telecom Connection Issue,Audio Quality Issue,Hearing Issue on call
Shutterfly,Cat93,Technology,Telecom Connection Issue,Audio Quality Issue,Voice Breaking Issue
Shutterfly,Cat94,Technology,Connecting Customer Support,Call / Chat / Email Not Answered,Call / Chat / Email Not Answered
Shutterfly,Cat95,Technology,Telecom Connection Issue,Call/ Chat Dropped,Call/ Chat Dropped
Shutterfly,Cat96,Technology,Telecom Connection Issue,Chat Disconnection,Chat Disconnection
Shutterfly,Cat97,Technology,Telecom Connection Issue,Audio Quality Issue,Audio Connection Issue
Shutterfly,Cat98,Process-Driven,Dissatisfied with Process/ Policy,Customer self resolved issue,Customer self resolved issue
Shutterfly,Cat99,Products and Services,Dissatisfied with Service,Impacting Client / Business,Impacting Client / Business
Shutterfly,Cat100,Products and Services,Dissatisfied with Service,Incorrect Rating,Incorrect Rating
Shutterfly,Cat101,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Issue with Previous Rep
Shutterfly,Cat102,Process-Driven,Dissatisfied with Process/ Policy,Customer will take legal action,Customer will take legal action
Shutterfly,Cat103,Process-Driven,Account Management Issue,Account Access Issue,Account Access Issue
Shutterfly,Cat104,Process-Driven,Account Management Issue,Account Cancellation Issue,Account Cancellation Issue
Shutterfly,Cat105,Process-Driven,Account Management Issue,Account Suspended,Account Suspended
Shutterfly,Cat106,Process-Driven,Account Management Issue,Address Change Related,Address Change Related
Shutterfly,Cat107,Technology,Website / App Issue,Application Related,Application Related
Shutterfly,Cat108,Process-Driven,Account Management Issue,Password Issue,Password Issue
Shutterfly,Cat109,Process-Driven,Billing Issue,Invoice Issue,Billing - Invoice Related Issue
Shutterfly,Cat110,Process-Driven,Billing Issue,Charges Issues,Charges Issue
Shutterfly,Cat111,Process-Driven,Billing Issue,Charges Issues,Double Charged
Shutterfly,Cat112,Process-Driven,Billing Issue,Invoice Issue,Duplicate Billing
Shutterfly,Cat113,Process-Driven,Billing Issue,Charges Issues,Incorrect Fees / Charges
Shutterfly,Cat114,Process-Driven,Billing Issue,Charges Issues,Late Fees
Shutterfly,Cat115,Process-Driven,Order Issue,Order Cancellation,Cancelling the Product / Service
Shutterfly,Cat116,Process-Driven,Order Issue,Order Related Issue,Change Plan / Program
Shutterfly,Cat117,Process-Driven,Dissatisfied with Process/ Policy,Unfair Practices,Unfair Practices
Shutterfly,Cat118,Process-Driven,Dissatisfied with Process/ Policy,Unfriendly process,Unfriendly process
Shutterfly,Cat119,Technology,Connecting Customer Support,Call Request,Want to Talk a Phone Rep
Shutterfly,Cat120,Process-Driven,Dissatisfied with Process/ Policy,Issue with Survey,Issue with Survey
Shutterfly,Cat121,Process-Driven,Dissatisfied with Process/ Policy,Issues for New Customers,Issues for New Customers
Shutterfly,Cat122,Technology,Connecting Customer Support,Difficult to Contact Customer Care,No way / Hard to Contact Customer Care
Shutterfly,Cat123,Agent Opportunity,Resolution,Resolution - Delayed/ Not Resolved,Ongoing Issue
Shutterfly,Cat124,Process-Driven,Order Issue,Order Cancellation,Order Cancellation
Shutterfly,Cat125,Process-Driven,Order Issue,Order Status,Order Delayed
Shutterfly,Cat126,Process-Driven,Order Issue,Order Related Issue,Order Related Issues
Shutterfly,Cat127,Process-Driven,Order Issue,Order Status,Pending Order
Shutterfly,Cat128,Process-Driven,Billing Issue,Payment Issue,Auto pay
Shutterfly,Cat129,Process-Driven,Billing Issue,Payment Issue,Payment History / Statement
Shutterfly,Cat130,Process-Driven,Order Issue,Purchase issue,Issue in making payment
Shutterfly,Cat131,Process-Driven,Dissatisfied with Process/ Policy,Improve / Change Policy,Improve / Change Policy
Shutterfly,Cat132,Process-Driven,Dissatisfied with Process/ Policy,Many Restrictions,Many Restrictions
Shutterfly,Cat133,Process-Driven,Dissatisfied with Process/ Policy,Improve / Change Policy,Improve / Change Policy
Shutterfly,Cat134,Process-Driven,Dissatisfied with Process/ Policy,Outsourcing Issues,Outsourcing Issues
Shutterfly,Cat135,Process-Driven,Dissatisfied with Process/ Policy,Policy Violation,Policy Violation
Shutterfly,Cat136,Process-Driven,Order Issue,Refund Policy Issue,Refund Policy Issue
Shutterfly,Cat137,Process-Driven,Order Issue,Purchase issue,Purchase issue
Shutterfly,Cat138,Process-Driven,Order Issue,Refund Policy Issue,Delayed Refund
Shutterfly,Cat139,Process-Driven,Order Issue,Refund Policy Issue,Need Refund
Shutterfly,Cat140,Process-Driven,Order Issue,Refund Policy Issue,Refund Denied
Shutterfly,Cat141,Process-Driven,Dissatisfied with Process/ Policy,Renewal issue,Renewal issue
Shutterfly,Cat142,Process-Driven,Dissatisfied with Process/ Policy,Scam / fraud,Scam / fraud
Shutterfly,Cat143,Process-Driven,Shipping Issue,Shipping - Delivery,Product Not received
Shutterfly,Cat144,Process-Driven,Dissatisfied with Process/ Policy,Updates / Notification Issue,No Communication Received
Shutterfly,Cat145,Process-Driven,Dissatisfied with Process/ Policy,Updates / Notification Issue,Not received Email
Shutterfly,Cat146,Process-Driven,Account Management Issue,Transferring Service,Transferring Service
Shutterfly,Cat147,Technology,Website / App Issue,Privacy Issue,Privacy Issue
Shutterfly,Cat148,Products and Services,Dissatisfied with Product,Product Dissatisfaction,Dissatisfied with product
Shutterfly,Cat149,Products and Services,Dissatisfied with Product,Product Plan,Dissatisfied with Plan
Shutterfly,Cat150,Products and Services,Dissatisfied with Service,Bad / Poor - Service,Bad / Poor - Service
Shutterfly,Cat151,Products and Services,Dissatisfied with Service,Complicated Service,Complicated Service
Shutterfly,Cat152,Products and Services,Dissatisfied with Service,Improve Service,Improve Service
Shutterfly,Cat153,Products and Services,Dissatisfied with Service,Not Reliable Service,Not Reliable Service
Shutterfly,Cat154,Products and Services,Dissatisfied with Service,Service Not helpful,Service Not helpful
Shutterfly,Cat155,Products and Services,Dissatisfied with Service,Slow Service,Slow Service
Shutterfly,Cat156,Technology,Website / App Issue,App Error / Improve App,App Error / Improve App
Shutterfly,Cat157,Technology,Website / App Issue,Browser Issue,Browser Issue
Shutterfly,Cat158,Technology,Website / App Issue,Difficult To Use / Navigate,Difficult To Use / Navigate
Shutterfly,Cat159,Technology,Website / App Issue,Issue with Information on Site,Issue with Information on Site
